date,warehouse_id,warehouse_name,warehouse_region,sku,stock_on_hand,safety_stock,reorder_point,inbound_qty,outbound_qty,days_of_supply
2024-09-01,WH_002,West Warehouse,California,SKU_456,10247,2000,4000,1345,1788,5
2024-09-02,WH_001,Central Warehouse,Midwest,SKU_123,14571,5000,8000,238,1775,8
2024-09-02,WH_002,West Warehouse,California,SKU_456,4149,2000,4000,3127,1097,3
2024-09-03,WH_001,Central Warehouse,Midwest,SKU_123,13435,5000,8000,3646,1797,7
2024-09-03,WH_002,West Warehouse,California,SKU_456,4221,2000,4000,782,1140,3
2024-09-04,WH_001,Central Warehouse,Midwest,SKU_123,15381,5000,8000,2429,994,15
2024-09-04,WH_002,West Warehouse,California,SKU_456,3914,2000,4000,2337,1390,2
2024-09-05,WH_001,Central Warehouse,Midwest,SKU_123,21550,5000,8000,2043,2588,8
2024-09-05,WH_002,West Warehouse,California,SKU_456,3903,2000,4000,112,827,4
2024-09-06,WH_001,Central Warehouse,Midwest,SKU_123,18161,5000,8000,4107,1030,17
2024-09-06,WH_002,West Warehouse,California,SKU_456,6388,2000,4000,597,413,15
2024-09-07,WH_001,Central Warehouse,Midwest,SKU_123,16514,5000,8000,2267,1506,10
2024-09-07,WH_002,West Warehouse,California,SKU_456,3099,2000,4000,3967,1197,2
2024-09-08,WH_001,Central Warehouse,Midwest,SKU_123,15867,5000,8000,254,1385,11
2024-09-08,WH_002,West Warehouse,California,SKU_456,9019,2000,4000,2392,1592,5
2024-09-09,WH_001,Central Warehouse,Midwest,SKU_123,15730,5000,8000,643,1618,9
2024-09-09,WH_002,West Warehouse,California,SKU_456,8398,2000,4000,2278,1543,5
2024-09-10,WH_001,Central Warehouse,Midwest,SKU_123,9543,5000,8000,418,171,55
2024-09-10,WH_002,West Warehouse,California,SKU_456,10861,2000,4000,2993,2006,5
2024-09-11,WH_001,Central Warehouse,Midwest,SKU_123,15073,5000,8000,0,883,17
2024-09-11,WH_002,West Warehouse,California,SKU_456,8596,2000,4000,2162,1366,6
2024-09-12,WH_001,Central Warehouse,Midwest,SKU_123,15291,5000,8000,2013,1572,9
2024-09-12,WH_002,West Warehouse,California,SKU_456,5763,2000,4000,3178,1241,4
2024-09-13,WH_001,Central Warehouse,Midwest,SKU_123,9342,5000,8000,1074,1290,7
2024-09-13,WH_002,West Warehouse,California,SKU_456,11479,2000,4000,1949,1388,8
2024-09-14,WH_001,Central Warehouse,Midwest,SKU_123,9629,5000,8000,2942,1108,8
2024-09-14,WH_002,West Warehouse,California,SKU_456,7649,2000,4000,3776,1805,4
2024-09-15,WH_001,Central Warehouse,Midwest,SKU_123,8301,5000,8000,0,1461,5
2024-09-15,WH_002,West Warehouse,California,SKU_456,3755,2000,4000,2778,1525,2
2024-09-16,WH_001,Central Warehouse,Midwest,SKU_123,14578,5000,8000,1151,2544,5
2024-09-16,WH_002,West Warehouse,California,SKU_456,17949,2000,4000,1665,1711,10
2024-09-17,WH_001,Central Warehouse,Midwest,SKU_123,14340,5000,8000,1688,1000,14
2024-09-17,WH_002,West Warehouse,California,SKU_456,4202,2000,4000,637,1743,2
2024-09-18,WH_001,Central Warehouse,Midwest,SKU_123,12181,5000,8000,0,1766,6
2024-09-18,WH_002,West Warehouse,California,SKU_456,7866,2000,4000,3616,1723,4
2024-09-19,WH_001,Central Warehouse,Midwest,SKU_123,8824,5000,8000,0,1068,8
2024-09-19,WH_002,West Warehouse,California,SKU_456,5812,2000,4000,3131,1494,3
2024-09-20,WH_001,Central Warehouse,Midwest,SKU_123,17967,5000,8000,410,2079,8
2024-09-20,WH_002,West Warehouse,California,SKU_456,10523,2000,4000,0,2293,4
2024-09-21,WH_001,Central Warehouse,Midwest,SKU_123,14327,5000,8000,2470,981,14
2024-09-21,WH_002,West Warehouse,California,SKU_456,12463,2000,4000,576,1999,6
2024-09-22,WH_001,Central Warehouse,Midwest,SKU_123,16872,5000,8000,830,2690,6
2024-09-22,WH_002,West Warehouse,California,SKU_456,8810,2000,4000,2784,583,15
2024-09-23,WH_001,Central Warehouse,Midwest,SKU_123,21412,5000,8000,530,2114,10
2024-09-23,WH_002,West Warehouse,California,SKU_456,4518,2000,4000,1257,1973,2
2024-09-24,WH_001,Central Warehouse,Midwest,SKU_123,17596,5000,8000,474,2154,8
2024-09-24,WH_002,West Warehouse,California,SKU_456,11657,2000,4000,874,2459,4
2024-09-25,WH_001,Central Warehouse,Midwest,SKU_123,8900,5000,8000,1250,1787,4
2024-09-25,WH_002,West Warehouse,California,SKU_456,5012,2000,4000,2316,1644,3
2024-09-26,WH_001,Central Warehouse,Midwest,SKU_123,13345,5000,8000,2998,1362,9
2024-09-26,WH_002,West Warehouse,California,SKU_456,8810,2000,4000,3375,1974,4
2024-09-27,WH_001,Central Warehouse,Midwest,SKU_123,16751,5000,8000,620,1814,9
2024-09-27,WH_002,West Warehouse,California,SKU_456,4925,2000,4000,462,1456,3
2024-09-28,WH_001,Central Warehouse,Midwest,SKU_123,10834,5000,8000,2948,1988,5
2024-09-28,WH_002,West Warehouse,California,SKU_456,1340,2000,4000,1006,624,2
2024-09-29,WH_001,Central Warehouse,Midwest,SKU_123,12380,5000,8000,2546,1354,9
2024-09-29,WH_002,West Warehouse,California,SKU_456,5935,2000,4000,3560,117,50
2024-09-30,WH_001,Central Warehouse,Midwest,SKU_123,18329,5000,8000,1346,1453,12
2024-09-30,WH_002,West Warehouse,California,SKU_456,6154,2000,4000,3851,761,8
2024-10-01,WH_001,Central Warehouse,Midwest,SKU_123,14041,5000,8000,2632,533,26
2024-10-01,WH_002,West Warehouse,California,SKU_456,4780,2000,4000,1822,968,4
2024-10-02,WH_001,Central Warehouse,Midwest,SKU_123,11145,5000,8000,1580,1889,5
2024-10-02,WH_002,West Warehouse,California,SKU_456,6800,2000,4000,3294,901,7
2024-10-03,WH_001,Central Warehouse,Midwest,SKU_123,9618,5000,8000,4311,1105,8
2024-10-03,WH_002,West Warehouse,California,SKU_456,3411,2000,4000,0,2145,1
2024-10-04,WH_001,Central Warehouse,Midwest,SKU_123,12805,5000,8000,1695,1404,9
2024-10-04,WH_002,West Warehouse,California,SKU_456,11545,2000,4000,1784,2906,3
2024-10-05,WH_001,Central Warehouse,Midwest,SKU_123,14468,5000,8000,3274,1983,7
2024-10-05,WH_002,West Warehouse,California,SKU_456,7872,2000,4000,1295,1699,4
2024-10-06,WH_001,Central Warehouse,Midwest,SKU_123,15785,5000,8000,1312,1599,9
2024-10-06,WH_002,West Warehouse,California,SKU_456,12326,2000,4000,4483,2012,6
2024-10-07,WH_001,Central Warehouse,Midwest,SKU_123,20519,5000,8000,1244,1921,10
2024-10-07,WH_002,West Warehouse,California,SKU_456,12684,2000,4000,924,1208,10
2024-10-08,WH_001,Central Warehouse,Midwest,SKU_123,20082,5000,8000,829,695,28
2024-10-08,WH_002,West Warehouse,California,SKU_456,13347,2000,4000,3436,1759,7
2024-10-09,WH_001,Central Warehouse,Midwest,SKU_123,13840,5000,8000,1473,1669,8
2024-10-09,WH_002,West Warehouse,California,SKU_456,13529,2000,4000,2286,2800,4
2024-10-10,WH_001,Central Warehouse,Midwest,SKU_123,10857,5000,8000,1976,1276,8
2024-10-10,WH_002,West Warehouse,California,SKU_456,4202,2000,4000,1816,1750,2
2024-10-11,WH_001,Central Warehouse,Midwest,SKU_123,15834,5000,8000,4604,1778,8
2024-10-11,WH_002,West Warehouse,California,SKU_456,12025,2000,4000,2079,2506,4
2024-10-12,WH_001,Central Warehouse,Midwest,SKU_123,22394,5000,8000,2637,904,24
2024-10-12,WH_002,West Warehouse,California,SKU_456,6079,2000,4000,2338,1773,3
2024-10-13,WH_001,Central Warehouse,Midwest,SKU_123,16444,5000,8000,2552,1504,10
2024-10-13,WH_002,West Warehouse,California,SKU_456,5773,2000,4000,2481,2612,2
2024-10-14,WH_001,Central Warehouse,Midwest,SKU_123,17569,5000,8000,2641,2117,8
2024-10-14,WH_002,West Warehouse,California,SKU_456,6701,2000,4000,1390,1051,6
2024-10-15,WH_001,Central Warehouse,Midwest,SKU_123,13561,5000,8000,1493,2224,6
2024-10-15,WH_002,West Warehouse,California,SKU_456,6336,2000,4000,1036,2665,2
2024-10-16,WH_001,Central Warehouse,Midwest,SKU_123,12420,5000,8000,2184,1770,7
2024-10-16,WH_002,West Warehouse,California,SKU_456,4021,2000,4000,3482,1882,2
2024-10-17,WH_001,Central Warehouse,Midwest,SKU_123,19454,5000,8000,1184,1559,12
2024-10-17,WH_002,West Warehouse,California,SKU_456,8137,2000,4000,2316,627,12
2024-10-18,WH_001,Central Warehouse,Midwest,SKU_123,14387,5000,8000,288,1715,8
2024-10-18,WH_002,West Warehouse,California,SKU_456,549,2000,4000,0,1991,1
2024-10-19,WH_001,Central Warehouse,Midwest,SKU_123,12086,5000,8000,814,2262,5
2024-10-19,WH_002,West Warehouse,California,SKU_456,9146,2000,4000,3046,1400,6
2024-10-20,WH_001,Central Warehouse,Midwest,SKU_123,23378,5000,8000,1274,2546,9
2024-10-20,WH_002,West Warehouse,California,SKU_456,7785,2000,4000,14,1789,4
2024-10-21,WH_001,Central Warehouse,Midwest,SKU_123,15101,5000,8000,738,946,15
2024-10-21,WH_002,West Warehouse,California,SKU_456,7913,2000,4000,2419,17,465
2024-10-22,WH_001,Central Warehouse,Midwest,SKU_123,17685,5000,8000,1406,700,25
2024-10-22,WH_002,West Warehouse,California,SKU_456,11293,2000,4000,1971,2229,5
2024-10-23,WH_001,Central Warehouse,Midwest,SKU_123,15532,5000,8000,1998,1408,11
2024-10-23,WH_002,West Warehouse,California,SKU_456,9689,2000,4000,1503,988,9
2024-10-24,WH_001,Central Warehouse,Midwest,SKU_123,16134,5000,8000,1826,1520,10
2024-10-24,WH_002,West Warehouse,California,SKU_456,11812,2000,4000,1863,1509,7
2024-10-25,WH_001,Central Warehouse,Midwest,SKU_123,11901,5000,8000,2516,1709,6
2024-10-25,WH_002,West Warehouse,California,SKU_456,11152,2000,4000,1305,1225,9
2024-10-26,WH_001,Central Warehouse,Midwest,SKU_123,16772,5000,8000,2302,956,17
2024-10-26,WH_002,West Warehouse,California,SKU_456,12572,2000,4000,0,1970,6
2024-10-27,WH_001,Central Warehouse,Midwest,SKU_123,9571,5000,8000,4262,573,16
2024-10-27,WH_002,West Warehouse,California,SKU_456,12032,2000,4000,1902,1280,9
2024-10-28,WH_001,Central Warehouse,Midwest,SKU_123,14648,5000,8000,2758,957,15
2024-10-28,WH_002,West Warehouse,California,SKU_456,5144,2000,4000,2779,475,10
2024-10-29,WH_001,Central Warehouse,Midwest,SKU_123,11955,5000,8000,5648,919,13
2024-10-29,WH_002,West Warehouse,California,SKU_456,12017,2000,4000,1296,1805,6
2024-10-30,WH_001,Central Warehouse,Midwest,SKU_123,16290,5000,8000,3354,1379,11
2024-10-30,WH_002,West Warehouse,California,SKU_456,14961,2000,4000,1292,1640,9
2024-10-31,WH_001,Central Warehouse,Midwest,SKU_123,14858,5000,8000,653,1328,11
2024-10-31,WH_002,West Warehouse,California,SKU_456,8565,2000,4000,1481,2964,2
2024-11-01,WH_001,Central Warehouse,Midwest,SKU_123,11064,5000,8000,3415,2013,5
2024-11-01,WH_002,West Warehouse,California,SKU_456,7951,2000,4000,961,1039,7
2024-11-02,WH_001,Central Warehouse,Midwest,SKU_123,12187,5000,8000,0,897,13
2024-11-02,WH_002,West Warehouse,California,SKU_456,2811,2000,4000,3615,1871,1
2024-11-03,WH_001,Central Warehouse,Midwest,SKU_123,16750,5000,8000,2706,1600,10
2024-11-03,WH_002,West Warehouse,California,SKU_456,13112,2000,4000,1267,1564,8
2024-11-04,WH_001,Central Warehouse,Midwest,SKU_123,16614,5000,8000,414,3357,4
2024-11-04,WH_002,West Warehouse,California,SKU_456,8099,2000,4000,2170,2254,3
2024-11-05,WH_001,Central Warehouse,Midwest,SKU_123,17202,5000,8000,2045,1578,10
2024-11-05,WH_002,West Warehouse,California,SKU_456,2735,2000,4000,1332,1810,1
2024-11-06,WH_001,Central Warehouse,Midwest,SKU_123,15553,5000,8000,3465,1427,10
2024-11-06,WH_002,West Warehouse,California,SKU_456,3144,2000,4000,3268,2361,1
2024-11-07,WH_001,Central Warehouse,Midwest,SKU_123,17143,5000,8000,1803,2126,8
2024-11-07,WH_002,West Warehouse,California,SKU_456,20001,2000,4000,2138,712,28
2024-11-08,WH_001,Central Warehouse,Midwest,SKU_123,11948,5000,8000,2750,537,22
2024-11-08,WH_002,West Warehouse,California,SKU_456,8592,2000,4000,2456,2421,3
2024-11-09,WH_001,Central Warehouse,Midwest,SKU_123,18585,5000,8000,3037,202,92
2024-11-09,WH_002,West Warehouse,California,SKU_456,11223,2000,4000,2846,1653,6
2024-11-10,WH_001,Central Warehouse,Midwest,SKU_123,7944,5000,8000,1067,799,9
2024-11-10,WH_002,West Warehouse,California,SKU_456,947,2000,4000,1996,1021,1
2024-11-11,WH_001,Central Warehouse,Midwest,SKU_123,23188,5000,8000,1797,2276,10
2024-11-11,WH_002,West Warehouse,California,SKU_456,2508,2000,4000,1363,1558,1
2024-11-12,WH_001,Central Warehouse,Midwest,SKU_123,10821,5000,8000,1493,1369,7
2024-11-12,WH_002,West Warehouse,California,SKU_456,7181,2000,4000,4226,1726,4
2024-11-13,WH_001,Central Warehouse,Midwest,SKU_123,15678,5000,8000,2647,1867,8
2024-11-13,WH_002,West Warehouse,California,SKU_456,7709,2000,4000,1615,1600,4
2024-11-14,WH_001,Central Warehouse,Midwest,SKU_123,18048,5000,8000,3351,1355,13
2024-11-14,WH_002,West Warehouse,California,SKU_456,10687,2000,4000,1766,1520,7
2024-11-15,WH_001,Central Warehouse,Midwest,SKU_123,12342,5000,8000,1782,2304,5
2024-11-15,WH_002,West Warehouse,California,SKU_456,8323,2000,4000,2162,631,13
2024-11-16,WH_001,Central Warehouse,Midwest,SKU_123,12917,5000,8000,1710,1002,12
2024-11-16,WH_002,West Warehouse,California,SKU_456,8075,2000,4000,1484,1547,5
2024-11-17,WH_001,Central Warehouse,Midwest,SKU_123,14425,5000,8000,853,1260,11
2024-11-17,WH_002,West Warehouse,California,SKU_456,8270,2000,4000,3421,1654,5
2024-11-18,WH_001,Central Warehouse,Midwest,SKU_123,11683,5000,8000,2478,2524,4
2024-11-18,WH_002,West Warehouse,California,SKU_456,11208,2000,4000,2657,1935,5
2024-11-19,WH_001,Central Warehouse,Midwest,SKU_123,19039,5000,8000,3290,1840,10
2024-11-19,WH_002,West Warehouse,California,SKU_456,11740,2000,4000,702,598,19
2024-11-20,WH_001,Central Warehouse,Midwest,SKU_123,14549,5000,8000,2082,1173,12
2024-11-20,WH_002,West Warehouse,California,SKU_456,10890,2000,4000,0,1179,9
2024-11-21,WH_001,Central Warehouse,Midwest,SKU_123,12302,5000,8000,36,2396,5
2024-11-21,WH_002,West Warehouse,California,SKU_456,3242,2000,4000,1293,2044,1
2024-11-22,WH_001,Central Warehouse,Midwest,SKU_123,16261,5000,8000,670,1909,8
2024-11-22,WH_002,West Warehouse,California,SKU_456,9014,2000,4000,4799,1742,5
2024-11-23,WH_001,Central Warehouse,Midwest,SKU_123,13505,5000,8000,972,1053,12
2024-11-23,WH_002,West Warehouse,California,SKU_456,5109,2000,4000,3645,1510,3
2024-11-24,WH_001,Central Warehouse,Midwest,SKU_123,15978,5000,8000,3817,84,190
2024-11-24,WH_002,West Warehouse,California,SKU_456,12476,2000,4000,2066,1761,7
2024-11-25,WH_001,Central Warehouse,Midwest,SKU_123,11100,5000,8000,1093,1793,6
2024-11-25,WH_002,West Warehouse,California,SKU_456,16346,2000,4000,3203,2259,7
2024-11-26,WH_001,Central Warehouse,Midwest,SKU_123,13327,5000,8000,1279,1031,12
2024-11-26,WH_002,West Warehouse,California,SKU_456,6291,2000,4000,0,1065,5
2024-11-27,WH_001,Central Warehouse,Midwest,SKU_123,12038,5000,8000,1789,1579,7
2024-11-27,WH_002,West Warehouse,California,SKU_456,9268,2000,4000,1982,1151,8
2024-11-28,WH_001,Central Warehouse,Midwest,SKU_123,7128,5000,8000,1309,916,7
2024-11-28,WH_002,West Warehouse,California,SKU_456,9631,2000,4000,3091,2063,4
2024-11-29,WH_001,Central Warehouse,Midwest,SKU_123,16649,5000,8000,1839,1186,14
2024-11-29,WH_002,West Warehouse,California,SKU_456,5385,2000,4000,191,2095,2
2024-11-30,WH_001,Central Warehouse,Midwest,SKU_123,13388,5000,8000,504,1004,13
2024-11-30,WH_002,West Warehouse,California,SKU_456,4965,2000,4000,2051,2140,2
2024-12-01,WH_001,Central Warehouse,Midwest,SKU_123,12782,5000,8000,0,1386,9
2024-12-01,WH_002,West Warehouse,California,SKU_456,7453,2000,4000,1730,1123,6
2024-12-02,WH_001,Central Warehouse,Midwest,SKU_123,14761,5000,8000,2079,1485,9
2024-12-02,WH_002,West Warehouse,California,SKU_456,9444,2000,4000,1484,1208,7
2024-12-03,WH_001,Central Warehouse,Midwest,SKU_123,18830,5000,8000,2671,1996,9
2024-12-03,WH_002,West Warehouse,California,SKU_456,12291,2000,4000,2631,2057,5
2024-12-04,WH_001,Central Warehouse,Midwest,SKU_123,8472,5000,8000,2244,1390,6
2024-12-04,WH_002,West Warehouse,California,SKU_456,13871,2000,4000,3113,1121,12
2024-12-05,WH_001,Central Warehouse,Midwest,SKU_123,15304,5000,8000,2201,1772,8
2024-12-05,WH_002,West Warehouse,California,SKU_456,4434,2000,4000,2432,1363,3
2024-12-06,WH_001,Central Warehouse,Midwest,SKU_123,14988,5000,8000,1130,1148,13
2024-12-06,WH_002,West Warehouse,California,SKU_456,12108,2000,4000,738,913,13
2024-12-07,WH_001,Central Warehouse,Midwest,SKU_123,13819,5000,8000,1073,968,14
2024-12-07,WH_002,West Warehouse,California,SKU_456,8367,2000,4000,193,895,9
2024-12-08,WH_001,Central Warehouse,Midwest,SKU_123,21189,5000,8000,2551,1052,20
2024-12-08,WH_002,West Warehouse,California,SKU_456,9463,2000,4000,2680,2096,4
2024-12-09,WH_001,Central Warehouse,Midwest,SKU_123,13554,5000,8000,3171,276,49
2024-12-09,WH_002,West Warehouse,California,SKU_456,4302,2000,4000,2196,1697,2
2024-12-10,WH_001,Central Warehouse,Midwest,SKU_123,10808,5000,8000,2311,1125,9
2024-12-10,WH_002,West Warehouse,California,SKU_456,7030,2000,4000,3229,2045,3
2024-12-11,WH_001,Central Warehouse,Midwest,SKU_123,10510,5000,8000,731,1253,8
2024-12-11,WH_002,West Warehouse,California,SKU_456,7906,2000,4000,1210,2124,3
2024-12-12,WH_001,Central Warehouse,Midwest,SKU_123,15215,5000,8000,2487,740,20
2024-12-12,WH_002,West Warehouse,California,SKU_456,12085,2000,4000,0,2000,6
2024-12-13,WH_001,Central Warehouse,Midwest,SKU_123,17270,5000,8000,1481,2263,7
2024-12-13,WH_002,West Warehouse,California,SKU_456,7779,2000,4000,2074,1703,4
2024-12-14,WH_001,Central Warehouse,Midwest,SKU_123,25153,5000,8000,3613,1920,13
2024-12-14,WH_002,West Warehouse,California,SKU_456,4805,2000,4000,2172,1012,4
2024-12-15,WH_001,Central Warehouse,Midwest,SKU_123,16877,5000,8000,2168,825,20
2024-12-15,WH_002,West Warehouse,California,SKU_456,8283,2000,4000,980,1590,5
2024-12-16,WH_001,Central Warehouse,Midwest,SKU_123,10993,5000,8000,2032,1950,5
2024-12-16,WH_002,West Warehouse,California,SKU_456,7814,2000,4000,1530,1621,4
2024-12-17,WH_001,Central Warehouse,Midwest,SKU_123,16440,5000,8000,671,1656,9
2024-12-17,WH_002,West Warehouse,California,SKU_456,12611,2000,4000,2688,1534,8
2024-12-18,WH_001,Central Warehouse,Midwest,SKU_123,16239,5000,8000,2542,1952,8
2024-12-18,WH_002,West Warehouse,California,SKU_456,916,2000,4000,135,2102,1
2024-12-19,WH_001,Central Warehouse,Midwest,SKU_123,8731,5000,8000,2481,1288,6
2024-12-19,WH_002,West Warehouse,California,SKU_456,4513,2000,4000,2419,1620,2
2024-12-20,WH_001,Central Warehouse,Midwest,SKU_123,21386,5000,8000,1250,2364,9
2024-12-20,WH_002,West Warehouse,California,SKU_456,9233,2000,4000,1206,1979,4
2024-12-21,WH_001,Central Warehouse,Midwest,SKU_123,15980,5000,8000,2043,1659,9
2024-12-21,WH_002,West Warehouse,California,SKU_456,5910,2000,4000,1009,1955,3
2024-12-22,WH_001,Central Warehouse,Midwest,SKU_123,13216,5000,8000,1903,1667,7
2024-12-22,WH_002,West Warehouse,California,SKU_456,8928,2000,4000,284,2271,3
2024-12-23,WH_001,Central Warehouse,Midwest,SKU_123,14424,5000,8000,1756,1758,8
2024-12-23,WH_002,West Warehouse,California,SKU_456,8827,2000,4000,2920,1822,4
2024-12-24,WH_001,Central Warehouse,Midwest,SKU_123,16512,5000,8000,3621,2030,8
2024-12-24,WH_002,West Warehouse,California,SKU_456,7438,2000,4000,652,2500,2
2024-12-25,WH_001,Central Warehouse,Midwest,SKU_123,13167,5000,8000,1432,457,28
2024-12-25,WH_002,West Warehouse,California,SKU_456,9184,2000,4000,2178,590,15
2024-12-26,WH_001,Central Warehouse,Midwest,SKU_123,15586,5000,8000,1402,3114,5
2024-12-26,WH_002,West Warehouse,California,SKU_456,6007,2000,4000,1477,975,6
2024-12-27,WH_001,Central Warehouse,Midwest,SKU_123,18472,5000,8000,1552,1065,17
2024-12-27,WH_002,West Warehouse,California,SKU_456,10474,2000,4000,343,1875,5
2024-12-28,WH_001,Central Warehouse,Midwest,SKU_123,20234,5000,8000,2679,1882,10
2024-12-28,WH_002,West Warehouse,California,SKU_456,11045,2000,4000,4051,2225,4
2024-12-29,WH_001,Central Warehouse,Midwest,SKU_123,15538,5000,8000,3084,968,16
2024-12-29,WH_002,West Warehouse,California,SKU_456,10717,2000,4000,793,1279,8
2024-12-30,WH_001,Central Warehouse,Midwest,SKU_123,3211,5000,8000,2481,1113,2
2024-12-30,WH_002,West Warehouse,California,SKU_456,11889,2000,4000,2468,2174,5
2024-12-31,WH_001,Central Warehouse,Midwest,SKU_123,10207,5000,8000,3246,2763,3
2024-12-31,WH_002,West Warehouse,California,SKU_456,10674,2000,4000,2948,1601,6
2025-01-01,WH_001,Central Warehouse,Midwest,SKU_123,12163,5000,8000,2913,596,20
2025-01-01,WH_002,West Warehouse,California,SKU_456,6537,2000,4000,0,1077,6
2025-01-02,WH_001,Central Warehouse,Midwest,SKU_123,16247,5000,8000,2606,1530,10
2025-01-02,WH_002,West Warehouse,California,SKU_456,8596,2000,4000,0,1276,6
2025-01-03,WH_001,Central Warehouse,Midwest,SKU_123,11615,5000,8000,1209,1859,6
2025-01-03,WH_002,West Warehouse,California,SKU_456,4988,2000,4000,1274,247,20
2025-01-04,WH_001,Central Warehouse,Midwest,SKU_123,12970,5000,8000,694,1547,8
2025-01-04,WH_002,West Warehouse,California,SKU_456,4671,2000,4000,2125,1413,3
2025-01-05,WH_001,Central Warehouse,Midwest,SKU_123,19852,5000,8000,2596,396,50
2025-01-05,WH_002,West Warehouse,California,SKU_456,3572,2000,4000,2066,942,3
2025-01-06,WH_001,Central Warehouse,Midwest,SKU_123,3610,5000,8000,3619,1932,1
2025-01-06,WH_002,West Warehouse,California,SKU_456,9823,2000,4000,1271,1756,5
2025-01-07,WH_001,Central Warehouse,Midwest,SKU_123,11534,5000,8000,2245,947,12
2025-01-07,WH_002,West Warehouse,California,SKU_456,13307,2000,4000,115,2239,5
2025-01-08,WH_001,Central Warehouse,Midwest,SKU_123,14136,5000,8000,1412,1600,8
2025-01-08,WH_002,West Warehouse,California,SKU_456,10566,2000,4000,3640,1687,6
2025-01-09,WH_001,Central Warehouse,Midwest,SKU_123,10882,5000,8000,2066,2590,4
2025-01-09,WH_002,West Warehouse,California,SKU_456,12716,2000,4000,3090,1977,6
2025-01-10,WH_001,Central Warehouse,Midwest,SKU_123,16448,5000,8000,3390,1226,13
2025-01-10,WH_002,West Warehouse,California,SKU_456,3257,2000,4000,2082,1009,3
2025-01-11,WH_001,Central Warehouse,Midwest,SKU_123,10307,5000,8000,1135,2991,3
2025-01-11,WH_002,West Warehouse,California,SKU_456,8476,2000,4000,2434,766,11
2025-01-12,WH_001,Central Warehouse,Midwest,SKU_123,7546,5000,8000,1017,2362,3
2025-01-12,WH_002,West Warehouse,California,SKU_456,9169,2000,4000,2718,1943,4
2025-01-13,WH_001,Central Warehouse,Midwest,SKU_123,11930,5000,8000,3665,1120,10
2025-01-13,WH_002,West Warehouse,California,SKU_456,12921,2000,4000,2530,426,30
2025-01-14,WH_001,Central Warehouse,Midwest,SKU_123,11381,5000,8000,0,2197,5
2025-01-14,WH_002,West Warehouse,California,SKU_456,7913,2000,4000,0,1725,4
2025-01-15,WH_001,Central Warehouse,Midwest,SKU_123,12119,5000,8000,219,2506,4
2025-01-15,WH_002,West Warehouse,California,SKU_456,8375,2000,4000,1647,1260,6
2025-01-16,WH_001,Central Warehouse,Midwest,SKU_123,8703,5000,8000,434,2270,3
2025-01-16,WH_002,West Warehouse,California,SKU_456,6341,2000,4000,2026,273,23
2025-01-17,WH_001,Central Warehouse,Midwest,SKU_123,9386,5000,8000,2731,1726,5
2025-01-17,WH_002,West Warehouse,California,SKU_456,14136,2000,4000,3611,1361,10
2025-01-18,WH_001,Central Warehouse,Midwest,SKU_123,15655,5000,8000,1620,2732,5
2025-01-18,WH_002,West Warehouse,California,SKU_456,12021,2000,4000,2203,1620,7
2025-01-19,WH_001,Central Warehouse,Midwest,SKU_123,19056,5000,8000,2695,2435,7
2025-01-19,WH_002,West Warehouse,California,SKU_456,322,2000,4000,2553,1190,1
2025-01-20,WH_001,Central Warehouse,Midwest,SKU_123,20147,5000,8000,3855,1519,13
2025-01-20,WH_002,West Warehouse,California,SKU_456,13374,2000,4000,4139,1544,8
2025-01-21,WH_001,Central Warehouse,Midwest,SKU_123,22651,5000,8000,1962,1371,16
2025-01-21,WH_002,West Warehouse,California,SKU_456,11030,2000,4000,1575,1551,7
2025-01-22,WH_001,Central Warehouse,Midwest,SKU_123,18933,5000,8000,2023,482,39
2025-01-22,WH_002,West Warehouse,California,SKU_456,9285,2000,4000,1164,2019,4
2025-01-23,WH_001,Central Warehouse,Midwest,SKU_123,16436,5000,8000,3765,2044,8
2025-01-23,WH_002,West Warehouse,California,SKU_456,11815,2000,4000,1197,1982,5
2025-01-24,WH_001,Central Warehouse,Midwest,SKU_123,20889,5000,8000,1173,2579,8
2025-01-24,WH_002,West Warehouse,California,SKU_456,6077,2000,4000,977,1677,3
2025-01-25,WH_001,Central Warehouse,Midwest,SKU_123,16505,5000,8000,3094,922,17
2025-01-25,WH_002,West Warehouse,California,SKU_456,9520,2000,4000,1177,606,15
2025-01-26,WH_001,Central Warehouse,Midwest,SKU_123,10749,5000,8000,1098,1812,5
2025-01-26,WH_002,West Warehouse,California,SKU_456,12032,2000,4000,232,1711,7
2025-01-27,WH_001,Central Warehouse,Midwest,SKU_123,9881,5000,8000,2754,1126,8
2025-01-27,WH_002,West Warehouse,California,SKU_456,4320,2000,4000,2959,1147,3
2025-01-28,WH_001,Central Warehouse,Midwest,SKU_123,12894,5000,8000,0,2067,6
2025-01-28,WH_002,West Warehouse,California,SKU_456,10873,2000,4000,2006,583,18
2025-01-29,WH_001,Central Warehouse,Midwest,SKU_123,18232,5000,8000,1200,1227,14
2025-01-29,WH_002,West Warehouse,California,SKU_456,16092,2000,4000,1155,1945,8
2025-01-30,WH_001,Central Warehouse,Midwest,SKU_123,15967,5000,8000,2468,1669,9
2025-01-30,WH_002,West Warehouse,California,SKU_456,9317,2000,4000,2326,1468,6
2025-01-31,WH_001,Central Warehouse,Midwest,SKU_123,19289,5000,8000,424,2112,9
2025-01-31,WH_002,West Warehouse,California,SKU_456,10878,2000,4000,2838,2170,5
